"region","produktionssätt","bränsletyp","2009","2010","2011","2012","2013"
"10 Blekinge län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",326515,509218,69195,88300,26798
"10 Blekinge län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"10 Blekinge län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"10 Blekinge län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"10 Blekinge län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"10 Blekinge län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"10 Blekinge län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",326515,509218,69195,88300,26798
"10 Blekinge län","vattenkraft","elproduktion",51836,..,..,70664,57645
"10 Blekinge län","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"10 Blekinge län","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"10 Blekinge län","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"10 Blekinge län","vattenkraft","flytande (förnybara)",0,0,0,0,0
"10 Blekinge län","vattenkraft","fast (förnybara)",0,0,0,0,0
"10 Blekinge län","vattenkraft","gas (förnybara)",0,0,0,0,0
"10 Blekinge län","vattenkraft","summa produktionssätt",0,0,0,0,0
"10 Blekinge län","vindkraft","elproduktion",..,..,..,114869,147791
"10 Blekinge län","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"10 Blekinge län","vindkraft","fast (icke förnybara)",..,..,..,0,0
"10 Blekinge län","vindkraft","gas (icke förnybara)",..,..,..,0,0
"10 Blekinge län","vindkraft","flytande (förnybara)",..,..,..,0,0
"10 Blekinge län","vindkraft","fast (förnybara)",..,..,..,0,0
"10 Blekinge län","vindkraft","gas (förnybara)",..,..,..,0,0
"10 Blekinge län","vindkraft","summa produktionssätt",..,..,..,0,0
"12 Skåne län","kraftvärmeverk + industriellt mottryck","elproduktion",2084913,3073297,2627231,..,1896968
"12 Skåne län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",103460,127603,187701,80458,118486
"12 Skåne län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",112016,197467,207367,241494,302185
"12 Skåne län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",1650132,2498914,2534860,1606244,1568651
"12 Skåne län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"12 Skåne län","kraftvärmeverk + industriellt mottryck","fast (förnybara)",671052,825108,731854,784656,689502
"12 Skåne län","kraftvärmeverk + industriellt mottryck","gas (förnybara)",17368,7948,5989,3703,5589
"12 Skåne län","kraftvärmeverk + industriellt mottryck","summa produktionssätt",2554027,3657040,3667771,2716556,2684413
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",782,1494,659,25141,470
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",3562,6370,2895,3822,1901
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"12 Skåne län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",3562,6370,2895,3822,1901
"12 Skåne län","vattenkraft","elproduktion",92979,..,149870,134075,83046
"12 Skåne län","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"12 Skåne län","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"12 Skåne län","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"12 Skåne län","vattenkraft","flytande (förnybara)",0,0,0,0,0
"12 Skåne län","vattenkraft","fast (förnybara)",0,0,0,0,0
"12 Skåne län","vattenkraft","gas (förnybara)",0,0,0,0,0
"12 Skåne län","vattenkraft","summa produktionssätt",0,0,0,0,0
"12 Skåne län","vindkraft","elproduktion",..,..,..,..,1125544
"12 Skåne län","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"12 Skåne län","vindkraft","fast (icke förnybara)",..,..,..,0,0
"12 Skåne län","vindkraft","gas (icke förnybara)",..,..,..,0,0
"12 Skåne län","vindkraft","flytande (förnybara)",..,..,..,0,0
"12 Skåne län","vindkraft","fast (förnybara)",..,..,..,0,0
"12 Skåne län","vindkraft","gas (förnybara)",..,..,..,0,0
"12 Skåne län","vindkraft","summa produktionssätt",..,..,..,0,0
"13 Hallands län","kraftvärmeverk + industriellt mottryck","elproduktion",..,595887,545724,556445,486364
"13 Hallands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",..,30187,18130,12226,5195
"13 Hallands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",59015,36777,37745,35139,32276
"13 Hallands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",44,56094,47666,40636,10382
"13 Hallands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",..,442266,400693,462017,372197
"13 Hallands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)",..,244047,246972,221803,185234
"13 Hallands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"13 Hallands län","kraftvärmeverk + industriellt mottryck","summa produktionssätt",548696,809372,751206,771821,605284
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",20056740,24487464,19261597,24859650,27213907
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",..,30626,16841,18374,13811
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,70910062,55726829,71245742,78246522
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"13 Hallands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",..,70940687,55743670,71264116,78260333
"13 Hallands län","vattenkraft","elproduktion",648014,817279,960759,927651,620423
"13 Hallands län","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"13 Hallands län","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"13 Hallands län","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"13 Hallands län","vattenkraft","flytande (förnybara)",0,0,0,0,0
"13 Hallands län","vattenkraft","fast (förnybara)",0,0,0,0,0
"13 Hallands län","vattenkraft","gas (förnybara)",0,0,0,0,0
"13 Hallands län","vattenkraft","summa produktionssätt",0,0,0,0,0
"13 Hallands län","vindkraft","elproduktion",..,..,..,504491,653813
"13 Hallands län","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"13 Hallands län","vindkraft","fast (icke förnybara)",..,..,..,0,0
"13 Hallands län","vindkraft","gas (icke förnybara)",..,..,..,0,0
"13 Hallands län","vindkraft","flytande (förnybara)",..,..,..,0,0
"13 Hallands län","vindkraft","fast (förnybara)",..,..,..,0,0
"13 Hallands län","vindkraft","gas (förnybara)",..,..,..,0,0
"13 Hallands län","vindkraft","summa produktionssätt",..,..,..,0,0
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","elproduktion",..,1684774,1478413,..,1271143
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",..,4594,5140,3827,3027
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",175931,209975,226293,230628,..
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",1182148,1256538,952934,595749,626148
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,214,376,401,280
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)",..,448976,515008,647596,..
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"14 Västra Götalands län","kraftvärmeverk + industriellt mottryck","summa produktionssätt",1721103,1920296,1699751,1478200,..
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",..,46382,3749,..,3333
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",..,136086,12346,59280,12733
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"14 Västra Götalands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",..,136086,12346,59280,12733
"14 Västra Götalands län","vattenkraft","elproduktion",1998867,1972378,2007325,2475559,1921119
"14 Västra Götalands län","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","vattenkraft","flytande (förnybara)",0,0,0,0,0
"14 Västra Götalands län","vattenkraft","fast (förnybara)",0,0,0,0,0
"14 Västra Götalands län","vattenkraft","gas (förnybara)",0,0,0,0,0
"14 Västra Götalands län","vattenkraft","summa produktionssätt",0,0,0,0,0
"14 Västra Götalands län","vindkraft","elproduktion",..,..,..,1439713,1547812
"14 Västra Götalands län","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"14 Västra Götalands län","vindkraft","fast (icke förnybara)",..,..,..,0,0
"14 Västra Götalands län","vindkraft","gas (icke förnybara)",..,..,..,0,0
"14 Västra Götalands län","vindkraft","flytande (förnybara)",..,..,..,0,0
"14 Västra Götalands län","vindkraft","fast (förnybara)",..,..,..,0,0
"14 Västra Götalands län","vindkraft","gas (förnybara)",..,..,..,0,0
"14 Västra Götalands län","vindkraft","summa produktionssätt",..,..,..,0,0
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","elproduktion",954519,921465,881428,..,..
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",60428,86550,42811,45130,28772
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",415307,437244,198626,462694,361119
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)",656583,624192,812748,643070,..
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"17 Värmlands län","kraftvärmeverk + industriellt mottryck","summa produktionssätt",1132318,1147985,1054186,1150894,..
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,..,..,0
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,..,0,0
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,..,0,0
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"17 Värmlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,735,0,0
"17 Värmlands län","vattenkraft","elproduktion",2443851,2300221,2316997,..,..
"17 Värmlands län","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"17 Värmlands län","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"17 Värmlands län","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"17 Värmlands län","vattenkraft","flytande (förnybara)",0,0,0,0,0
"17 Värmlands län","vattenkraft","fast (förnybara)",0,0,0,0,0
"17 Värmlands län","vattenkraft","gas (förnybara)",0,0,0,0,0
"17 Värmlands län","vattenkraft","summa produktionssätt",0,0,0,0,0
"17 Värmlands län","vindkraft","elproduktion",..,..,..,..,84466
"17 Värmlands län","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"17 Värmlands län","vindkraft","fast (icke förnybara)",..,..,..,0,0
"17 Värmlands län","vindkraft","gas (icke förnybara)",..,..,..,0,0
"17 Värmlands län","vindkraft","flytande (förnybara)",..,..,..,0,0
"17 Värmlands län","vindkraft","fast (förnybara)",..,..,..,0,0
"17 Värmlands län","vindkraft","gas (förnybara)",..,..,..,0,0
"17 Värmlands län","vindkraft","summa produktionssätt",..,..,..,0,0
"18 Örebro län","kraftvärmeverk + industriellt mottryck","elproduktion",688340,776838,616600,601605,471113
"18 Örebro län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",92032,113361,61694,108813,15083
"18 Örebro län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",153809,128031,79371,84514,128160
"18 Örebro län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"18 Örebro län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",201548,270081,275970,285085,260796
"18 Örebro län","kraftvärmeverk + industriellt mottryck","fast (förnybara)",390796,423475,302468,282166,282682
"18 Örebro län","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"18 Örebro län","kraftvärmeverk + industriellt mottryck","summa produktionssätt",838185,934948,719502,760579,686721
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",4,4,8,8,8
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",20,10,29,106,19
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"18 Örebro län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",20,10,29,106,19
"18 Örebro län","vattenkraft","elproduktion",343637,..,..,419821,263076
"18 Örebro län","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"18 Örebro län","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"18 Örebro län","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"18 Örebro län","vattenkraft","flytande (förnybara)",0,0,0,0,0
"18 Örebro län","vattenkraft","fast (förnybara)",0,0,0,0,0
"18 Örebro län","vattenkraft","gas (förnybara)",0,0,0,0,0
"18 Örebro län","vattenkraft","summa produktionssätt",0,0,0,0,0
"18 Örebro län","vindkraft","elproduktion",..,..,..,85567,98930
"18 Örebro län","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"18 Örebro län","vindkraft","fast (icke förnybara)",..,..,..,0,0
"18 Örebro län","vindkraft","gas (icke förnybara)",..,..,..,0,0
"18 Örebro län","vindkraft","flytande (förnybara)",..,..,..,0,0
"18 Örebro län","vindkraft","fast (förnybara)",..,..,..,0,0
"18 Örebro län","vindkraft","gas (förnybara)",..,..,..,0,0
"18 Örebro län","vindkraft","summa produktionssätt",..,..,..,0,0
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","elproduktion",878142,813342,806023,..,..
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",57271,64203,4505,10742,1238
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",716176,531776,502623,398643,447067
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",40344,40206,20941,24293,12636
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","fast (förnybara)",231318,369512,575227,298548,281673
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","gas (förnybara)",3991,2358,2427,0,0
"19 Västmanlands län","kraftvärmeverk + industriellt mottryck","summa produktionssätt",1049101,1008056,1105723,732226,742614
"19 Västmanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"19 Västmanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
